	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_n_estimators	param_min_samples_split	param_min_samples_leaf	param_max_features	param_max_depth	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	split5_train_score	split6_train_score	split7_train_score	split8_train_score	split9_train_score	mean_train_score	std_train_score	Iteration
10	1.053532361984253	0.043844119679314925	0.05684907436370849	0.005119842309083045	1700	2	1	log2	70	{'n_estimators': 1700, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 70}	0.8888888888888888	0.7777777777777778	0.8028169014084507	0.7746478873239436	0.8591549295774648	0.8169014084507042	0.8591549295774648	0.7183098591549296	0.7183098591549296	0.7464788732394366	0.7962441314553991	0.05692099702252109	22	0.9875	0.9890625	0.984399375975039	0.9890795631825273	0.9859594383775351	0.9859594383775351	0.9875195007800313	0.9890795631825273	0.9859594383775351	0.9859594383775351	0.9870478256630264	0.0015650686793253384	0
11	0.7770467042922974	0.030269852905731774	0.04249663352966308	0.003757365396948966	1400	10	2	sqrt		{'n_estimators': 1400, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}	0.8888888888888888	0.75	0.7887323943661971	0.8309859154929577	0.8873239436619719	0.8169014084507042	0.8309859154929577	0.7887323943661971	0.7323943661971831	0.7605633802816901	0.8075508607198749	0.05103150872165836	13	0.8921875	0.9	0.8923556942277691	0.8970358814352574	0.890795631825273	0.8939157566302652	0.8939157566302652	0.8985959438377535	0.9017160686427457	0.8970358814352574	0.8957554114664588	0.003472030243012974	0
12	0.9805663585662842	0.014938628324466113	0.06649320125579834	0.018708609827414638	1700	5	1	sqrt	20	{'n_estimators': 1700, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}	0.875	0.75	0.8028169014084507	0.8028169014084507	0.8732394366197183	0.8309859154929577	0.8732394366197183	0.7746478873239436	0.7183098591549296	0.7464788732394366	0.8047535211267606	0.054574341119151985	19	0.9375	0.940625	0.9375975039001561	0.9375975039001561	0.9297971918876755	0.9360374414976599	0.9329173166926678	0.9375975039001561	0.9438377535101404	0.9407176287051482	0.9374224843993758	0.0037779310458382924	0
13	0.9992527008056641	0.06105070980445505	0.05383434295654297	0.008748769680994669	1700	10	1	log2	100	{'n_estimators': 1700, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 100}	0.9027777777777778	0.75	0.8169014084507042	0.8450704225352113	0.8873239436619719	0.8169014084507042	0.8591549295774648	0.7746478873239436	0.7323943661971831	0.7464788732394366	0.8131651017214396	0.0575632434397608	8	0.8953125	0.903125	0.9048361934477379	0.9032761310452418	0.9001560062402496	0.9079563182527302	0.9017160686427457	0.9001560062402496	0.9110764430577223	0.9017160686427457	0.9029326735569422	0.004144675995063685	0
14	1.1576278448104858	0.06844074478576107	0.06139481067657471	0.009019550777715305	2000	2	2	log2	50	{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 50}	0.9027777777777778	0.7361111111111112	0.8028169014084507	0.8028169014084507	0.8732394366197183	0.8309859154929577	0.8732394366197183	0.7464788732394366	0.7323943661971831	0.7605633802816901	0.8061424100156496	0.05912873785696178	17	0.9125	0.9234375	0.9173166926677067	0.9173166926677067	0.9110764430577223	0.9188767550702028	0.9157566302652106	0.9173166926677067	0.9204368174726989	0.9141965678627145	0.916823079173167	0.0034857844171148505	0
15	1.1861844062805176	0.02369694747313714	0.06784625053405761	0.009798106067048111	2000	2	1	log2	80	{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 80}	0.8888888888888888	0.7777777777777778	0.8028169014084507	0.7746478873239436	0.8450704225352113	0.8028169014084507	0.8591549295774648	0.7183098591549296	0.7183098591549296	0.7464788732394366	0.7934272300469485	0.05510296369269029	23	0.9875	0.9890625	0.984399375975039	0.9890795631825273	0.9859594383775351	0.9859594383775351	0.9875195007800313	0.9890795631825273	0.9859594383775351	0.9859594383775351	0.9870478256630264	0.0015650686793253384	0
16	0.4342015504837036	0.012505056077599764	0.021885204315185546	9.697030839657057e-05	800	20	1	sqrt		{'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}	0.875	0.75	0.7887323943661971	0.8028169014084507	0.9014084507042254	0.8309859154929577	0.8169014084507042	0.8028169014084507	0.7464788732394366	0.7887323943661971	0.810387323943662	0.04659376804244082	10	0.8734375	0.8875	0.8705148205928237	0.8767550702028081	0.8814352574102964	0.8767550702028081	0.8736349453978159	0.8892355694227769	0.8876755070202809	0.8845553822152886	0.8801499122464899	0.006462615401124599	0
17	1.1597166776657104	0.028825151616538227	0.06100947856903076	0.004194082873771595	2000	5	2	sqrt	100	{'n_estimators': 2000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 100}	0.9027777777777778	0.7361111111111112	0.8028169014084507	0.8028169014084507	0.8732394366197183	0.8169014084507042	0.8591549295774648	0.7605633802816901	0.7323943661971831	0.7605633802816901	0.8047339593114241	0.055916743410773274	20	0.9125	0.9171875	0.9141965678627145	0.9157566302652106	0.9095163806552262	0.9188767550702028	0.9157566302652106	0.9141965678627145	0.9173166926677067	0.9141965678627145	0.9149500292511699	0.0025408276154842745	0
18	0.7480669260025025	0.0216911370956109	0.0459611177444458	0.009321544924948254	1400	5	4	log2	70	{'n_estimators': 1400, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 70}	0.8888888888888888	0.75	0.7887323943661971	0.8450704225352113	0.8873239436619719	0.8309859154929577	0.8309859154929577	0.7746478873239436	0.7464788732394366	0.7887323943661971	0.8131846635367763	0.0489909252662919	5	0.875	0.89375	0.8814352574102964	0.8829953198127926	0.8892355694227769	0.8861154446177847	0.8798751950078003	0.890795631825273	0.8923556942277691	0.8876755070202809	0.8859233619344774	0.005701442577489652	0
19	0.11016802787780762	0.008636524395695984	0.007413387298583984	0.002821908181610566	200	20	1	sqrt	60	{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 60}	0.875	0.7916666666666666	0.7887323943661971	0.8028169014084507	0.9295774647887324	0.8309859154929577	0.8028169014084507	0.8028169014084507	0.7464788732394366	0.8169014084507042	0.8187793427230048	0.04818629058982148	2	0.86875	0.8921875	0.8736349453978159	0.8720748829953198	0.8736349453978159	0.8814352574102964	0.8673946957878315	0.8845553822152886	0.8876755070202809	0.8861154446177847	0.8787458560842435	0.008253614011360186	0
20	0.28661820888519285	0.020563215205222883	0.018105530738830568	0.00523807606635793	500	10	2	log2	100	{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 100}	0.9027777777777778	0.75	0.7887323943661971	0.8309859154929577	0.8873239436619719	0.8309859154929577	0.8309859154929577	0.7605633802816901	0.7464788732394366	0.7746478873239436	0.810348200312989	0.05261911977564376	11	0.890625	0.9046875	0.8970358814352574	0.8954758190327613	0.8923556942277691	0.8923556942277691	0.890795631825273	0.8970358814352574	0.8985959438377535	0.8954758190327613	0.8954438865054601	0.004054042337722592	0
21	0.9535556316375733	0.04016470652104993	0.059450292587280275	0.011583880382759955	1700	20	1	sqrt	50	{'n_estimators': 1700, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 50}	0.875	0.75	0.8028169014084507	0.8028169014084507	0.9295774647887324	0.8309859154929577	0.8309859154929577	0.8028169014084507	0.7605633802816901	0.8028169014084507	0.818838028169014	0.04987368740625586	1	0.8734375	0.890625	0.8736349453978159	0.8720748829953198	0.8829953198127926	0.8783151326053042	0.8720748829953198	0.8861154446177847	0.8892355694227769	0.8861154446177847	0.8804624122464899	0.0070132121512572415	0
22	0.43603951930999757	0.012653577183318297	0.027411580085754395	0.004250994084651039	800	10	2	sqrt	100	{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 100}	0.875	0.7361111111111112	0.7746478873239436	0.8169014084507042	0.8873239436619719	0.8169014084507042	0.8450704225352113	0.7746478873239436	0.7323943661971831	0.7746478873239436	0.8033646322378717	0.051303433155307714	21	0.89375	0.9	0.8970358814352574	0.9032761310452418	0.8923556942277691	0.8939157566302652	0.8954758190327613	0.9001560062402496	0.9017160686427457	0.9001560062402496	0.8977837363494541	0.003582994513400644	0
23	0.6316626071929932	0.026737476184569495	0.033638620376586915	0.004123679120756567	1100	5	2	sqrt	110	{'n_estimators': 1100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 110}	0.9166666666666666	0.7361111111111112	0.7887323943661971	0.8028169014084507	0.8732394366197183	0.8169014084507042	0.8732394366197183	0.7746478873239436	0.7323943661971831	0.7605633802816901	0.8075312989045385	0.05919693957218425	14	0.9125	0.91875	0.9157566302652106	0.9126365054602185	0.9079563182527302	0.9188767550702028	0.9141965678627145	0.9126365054602185	0.9188767550702028	0.9110764430577223	0.9143262480499219	0.003510405958277128	0
24	1.0047258377075194	0.07282172009524832	0.05115056037902832	0.0028194672149667124	1700	2	1	log2		{'n_estimators': 1700, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}	0.8888888888888888	0.7777777777777778	0.8028169014084507	0.7746478873239436	0.8450704225352113	0.8169014084507042	0.8591549295774648	0.7183098591549296	0.7183098591549296	0.7323943661971831	0.7934272300469484	0.05687451051517924	24	0.9875	0.9890625	0.984399375975039	0.9890795631825273	0.9859594383775351	0.9859594383775351	0.9875195007800313	0.9890795631825273	0.9859594383775351	0.9859594383775351	0.9870478256630264	0.0015650686793253384	0
