"","z","i","RF_sqrt","KNN_1","KNN_3","KNN_5","KNN_7","KNN_9","KNN_11","KNN_13","KNN_15","KNN_17","KNN_19","KNN_21","KNN_23","KNN_25","KNN_27","KNN_29","Pruned_Tree","ENET.1se.matrix","ENET.min.matrix","LASSO.1se.matrix","LASSO.min.matrix","RIDGE.1se.matrix","RIDGE.min.matrix","LASSO.1se.cv","LASSO.min.cv","RIDGE.1se.cv","RIDGE.min.cv","ENET.1se.cv","ENET.min.cv","GLM_Full","GLM_step"
"ENET.1se.accuracy993",94,10,0.758620689655172,0.724137931034483,0.758620689655172,0.793103448275862,0.758620689655172,0.724137931034483,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.793103448275862,0.793103448275862,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.793103448275862,0.793103448275862,0.758620689655172,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552
"ENET.1se.accuracy309",95,1,0.931034482758621,0.655172413793103,0.827586206896552,0.931034482758621,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.793103448275862,0.896551724137931,0.931034482758621,0.896551724137931,0.931034482758621,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.827586206896552,0.827586206896552,0.931034482758621,0.931034482758621,0.862068965517241,0.931034482758621,0.862068965517241,0.931034482758621,0.862068965517241,0.931034482758621
"ENET.1se.accuracy1133",95,2,0.931034482758621,0.620689655172414,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.896551724137931,0.931034482758621
"ENET.1se.accuracy2110",95,3,0.866666666666667,0.766666666666667,0.833333333333333,0.833333333333333,0.8,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.9,0.933333333333333,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333
"ENET.1se.accuracy394",95,4,0.833333333333333,0.6,0.733333333333333,0.733333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.766666666666667,0.8,0.766666666666667,0.8,0.8,0.866666666666667
"ENET.1se.accuracy494",95,5,0.862068965517241,0.655172413793103,0.896551724137931,0.896551724137931,0.862068965517241,0.827586206896552,0.862068965517241,0.931034482758621,0.931034482758621,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.931034482758621,0.931034482758621,0.827586206896552,0.896551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.896551724137931,0.896551724137931
"ENET.1se.accuracy594",95,6,0.827586206896552,0.724137931034483,0.793103448275862,0.827586206896552,0.827586206896552,0.827586206896552,0.862068965517241,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.827586206896552,0.827586206896552,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862
"ENET.1se.accuracy694",95,7,0.8,0.7,0.766666666666667,0.8,0.766666666666667,0.766666666666667,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.8,0.8,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8
"ENET.1se.accuracy794",95,8,0.8,0.733333333333333,0.733333333333333,0.766666666666667,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.766666666666667,0.8,0.8,0.8,0.8,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.8,0.8,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.866666666666667
"ENET.1se.accuracy894",95,9,0.766666666666667,0.7,0.8,0.8,0.8,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.8,0.8,0.8,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.8,0.766666666666667,0.8,0.766666666666667,0.8,0.8,0.766666666666667,0.8
"ENET.1se.accuracy994",95,10,0.9,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.9,0.9,0.933333333333333,0.9,0.9,0.9,0.9,0.9,0.9,0.833333333333333
"ENET.1se.accuracy395",96,1,0.666666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.833333333333333,0.8,0.866666666666667,0.866666666666667,0.866666666666667,0.9,0.866666666666667,0.9,0.8,0.866666666666667,0.866666666666667,0.766666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.8,0.766666666666667,0.766666666666667,0.8,0.766666666666667,0.8,0.766666666666667,0.766666666666667,0.766666666666667
"ENET.1se.accuracy1134",96,2,0.827586206896552,0.724137931034483,0.758620689655172,0.793103448275862,0.758620689655172,0.758620689655172,0.724137931034483,0.758620689655172,0.758620689655172,0.793103448275862,0.793103448275862,0.793103448275862,0.896551724137931,0.827586206896552,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.793103448275862,0.793103448275862,0.827586206896552,0.793103448275862,0.827586206896552,0.862068965517241,0.827586206896552,0.862068965517241,0.862068965517241,0.793103448275862
"ENET.1se.accuracy2111",96,3,0.827586206896552,0.758620689655172,0.896551724137931,0.896551724137931,0.827586206896552,0.827586206896552,0.896551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.896551724137931,0.862068965517241,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931
"ENET.1se.accuracy396",96,4,0.766666666666667,0.7,0.766666666666667,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.8,0.833333333333333,0.833333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.766666666666667
"ENET.1se.accuracy495",96,5,0.833333333333333,0.7,0.733333333333333,0.8,0.8,0.8,0.766666666666667,0.8,0.8,0.8,0.766666666666667,0.766666666666667,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.833333333333333
"ENET.1se.accuracy595",96,6,0.896551724137931,0.758620689655172,0.827586206896552,0.931034482758621,0.896551724137931,0.862068965517241,0.827586206896552,0.862068965517241,0.862068965517241,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.931034482758621,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.896551724137931,0.896551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.931034482758621,0.96551724137931
"ENET.1se.accuracy695",96,7,0.758620689655172,0.758620689655172,0.793103448275862,0.793103448275862,0.827586206896552,0.793103448275862,0.724137931034483,0.724137931034483,0.724137931034483,0.724137931034483,0.724137931034483,0.724137931034483,0.724137931034483,0.827586206896552,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.793103448275862,0.758620689655172,0.793103448275862,0.724137931034483,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.724137931034483,0.758620689655172
"ENET.1se.accuracy795",96,8,0.8,0.733333333333333,0.766666666666667,0.766666666666667,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333
"ENET.1se.accuracy895",96,9,0.933333333333333,0.766666666666667,0.766666666666667,0.866666666666667,0.833333333333333,0.8,0.8,0.8,0.8,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.933333333333333,0.9,0.933333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.933333333333333,0.933333333333333,0.9,0.9,0.9,0.9,0.933333333333333,0.966666666666667
"ENET.1se.accuracy995",96,10,0.9,0.733333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"ENET.1se.accuracy397",97,1,1,0.793103448275862,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.96551724137931,0.96551724137931
"ENET.1se.accuracy1135",97,2,0.866666666666667,0.833333333333333,0.866666666666667,0.9,0.966666666666667,0.933333333333333,0.933333333333333,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333,0.866666666666667,0.8,0.866666666666667,0.8,0.866666666666667,0.833333333333333
"ENET.1se.accuracy2112",97,3,0.733333333333333,0.7,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.766666666666667,0.766666666666667,0.8,0.8,0.8,0.8,0.8,0.8,0.833333333333333,0.833333333333333
"ENET.1se.accuracy398",97,4,0.724137931034483,0.655172413793103,0.655172413793103,0.689655172413793,0.689655172413793,0.655172413793103,0.655172413793103,0.655172413793103,0.655172413793103,0.655172413793103,0.655172413793103,0.655172413793103,0.758620689655172,0.724137931034483,0.758620689655172,0.758620689655172,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.724137931034483,0.724137931034483,0.758620689655172,0.724137931034483,0.793103448275862,0.724137931034483,0.793103448275862,0.724137931034483,0.689655172413793,0.689655172413793
"ENET.1se.accuracy496",97,5,0.862068965517241,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.827586206896552,0.827586206896552,0.827586206896552,0.896551724137931,0.896551724137931,0.896551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.827586206896552,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241
"ENET.1se.accuracy596",97,6,0.833333333333333,0.566666666666667,0.7,0.733333333333333,0.733333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.733333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.8,0.8,0.733333333333333,0.8,0.8,0.833333333333333,0.766666666666667,0.833333333333333,0.833333333333333,0.766666666666667
"ENET.1se.accuracy696",97,7,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.758620689655172,0.758620689655172,0.758620689655172,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.793103448275862,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.896551724137931,0.827586206896552,0.793103448275862,0.827586206896552,0.793103448275862,0.827586206896552,0.793103448275862,0.793103448275862,0.862068965517241
"ENET.1se.accuracy796",97,8,0.933333333333333,0.7,0.8,0.8,0.8,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.9,0.9,0.9,0.933333333333333,0.9,0.933333333333333,0.9,0.933333333333333,0.9,0.933333333333333
"ENET.1se.accuracy896",97,9,0.833333333333333,0.633333333333333,0.8,0.9,0.833333333333333,0.833333333333333,0.833333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.9,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.766666666666667,0.766666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.833333333333333,0.9,0.866666666666667
"ENET.1se.accuracy996",97,10,0.833333333333333,0.733333333333333,0.766666666666667,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.8,0.8,0.8,0.8,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.833333333333333
"ENET.1se.accuracy399",98,1,0.866666666666667,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667
"ENET.1se.accuracy1136",98,2,0.933333333333333,0.7,0.9,0.833333333333333,0.8,0.8,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.933333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.9,0.9,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667
"ENET.1se.accuracy2113",98,3,0.793103448275862,0.689655172413793,0.758620689655172,0.758620689655172,0.724137931034483,0.724137931034483,0.724137931034483,0.758620689655172,0.758620689655172,0.758620689655172,0.793103448275862,0.793103448275862,0.793103448275862,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.827586206896552,0.862068965517241,0.724137931034483,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.827586206896552
"ENET.1se.accuracy3100",98,4,0.758620689655172,0.724137931034483,0.827586206896552,0.758620689655172,0.655172413793103,0.689655172413793,0.724137931034483,0.862068965517241,0.862068965517241,0.862068965517241,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.793103448275862,0.827586206896552,0.827586206896552
"ENET.1se.accuracy497",98,5,0.827586206896552,0.655172413793103,0.724137931034483,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.793103448275862,0.827586206896552,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.896551724137931,0.793103448275862,0.862068965517241,0.931034482758621,0.896551724137931,0.931034482758621,0.827586206896552,0.827586206896552,0.827586206896552
"ENET.1se.accuracy597",98,6,0.833333333333333,0.733333333333333,0.8,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.733333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.733333333333333,0.933333333333333,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.9,0.833333333333333
"ENET.1se.accuracy697",98,7,0.833333333333333,0.7,0.733333333333333,0.833333333333333,0.833333333333333,0.9,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667
"ENET.1se.accuracy797",98,8,0.7,0.633333333333333,0.733333333333333,0.8,0.766666666666667,0.733333333333333,0.8,0.833333333333333,0.8,0.833333333333333,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.733333333333333,0.733333333333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.766666666666667
"ENET.1se.accuracy897",98,9,0.766666666666667,0.666666666666667,0.8,0.866666666666667,0.8,0.8,0.766666666666667,0.8,0.8,0.8,0.8,0.8,0.833333333333333,0.866666666666667,0.866666666666667,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.866666666666667
"ENET.1se.accuracy997",98,10,0.862068965517241,0.793103448275862,0.896551724137931,0.931034482758621,0.931034482758621,0.896551724137931,0.896551724137931,0.931034482758621,0.931034482758621,0.793103448275862,0.896551724137931,0.758620689655172,0.724137931034483,0.827586206896552,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.931034482758621,0.896551724137931,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.931034482758621,0.896551724137931
"ENET.1se.accuracy400",99,1,0.766666666666667,0.8,0.833333333333333,0.866666666666667,0.833333333333333,0.8,0.8,0.833333333333333,0.833333333333333,0.866666666666667,0.9,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.733333333333333,0.766666666666667,0.833333333333333,0.833333333333333,0.8,0.866666666666667,0.8,0.866666666666667,0.866666666666667,0.833333333333333
"ENET.1se.accuracy1137",99,2,0.766666666666667,0.666666666666667,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.8,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.766666666666667
"ENET.1se.accuracy2114",99,3,0.766666666666667,0.733333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333
"ENET.1se.accuracy3101",99,4,0.862068965517241,0.620689655172414,0.827586206896552,0.896551724137931,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.724137931034483,0.793103448275862,0.758620689655172,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.827586206896552,0.827586206896552,0.862068965517241,0.827586206896552,0.827586206896552,0.793103448275862,0.827586206896552,0.793103448275862,0.827586206896552,0.862068965517241
"ENET.1se.accuracy498",99,5,0.896551724137931,0.793103448275862,0.758620689655172,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.862068965517241,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.862068965517241,0.896551724137931
"ENET.1se.accuracy598",99,6,0.724137931034483,0.689655172413793,0.724137931034483,0.724137931034483,0.724137931034483,0.758620689655172,0.724137931034483,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.758620689655172,0.758620689655172,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.793103448275862,0.827586206896552,0.827586206896552,0.758620689655172
"ENET.1se.accuracy698",99,7,0.8,0.633333333333333,0.7,0.766666666666667,0.833333333333333,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.833333333333333,0.833333333333333,0.8,0.833333333333333,0.8,0.833333333333333,0.8,0.766666666666667,0.833333333333333
"ENET.1se.accuracy798",99,8,0.8,0.7,0.733333333333333,0.7,0.733333333333333,0.7,0.766666666666667,0.8,0.8,0.8,0.8,0.8,0.8,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.8,0.733333333333333,0.8,0.8,0.8,0.766666666666667,0.8,0.833333333333333,0.833333333333333
"ENET.1se.accuracy898",99,9,0.966666666666667,0.833333333333333,0.933333333333333,0.9,0.933333333333333,0.933333333333333,0.966666666666667,0.966666666666667,1,1,1,1,1,1,1,1,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.966666666666667,0.966666666666667,1,1,1,1,1,1,1,1
"ENET.1se.accuracy998",99,10,0.793103448275862,0.758620689655172,0.862068965517241,0.96551724137931,0.931034482758621,0.896551724137931,0.896551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.896551724137931,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.931034482758621
"ENET.1se.accuracy401",100,1,0.862068965517241,0.689655172413793,0.758620689655172,0.827586206896552,0.827586206896552,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.862068965517241,0.758620689655172,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.827586206896552,0.896551724137931
"ENET.1se.accuracy1138",100,2,0.766666666666667,0.733333333333333,0.7,0.633333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.7,0.766666666666667,0.766666666666667,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.7,0.766666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.8
"ENET.1se.accuracy2115",100,3,0.966666666666667,0.866666666666667,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.966666666666667,0.966666666666667,0.966666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.966666666666667,0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.933333333333333
"ENET.1se.accuracy3102",100,4,0.862068965517241,0.793103448275862,0.931034482758621,0.931034482758621,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.827586206896552,1,1,1,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241
"ENET.1se.accuracy499",100,5,0.766666666666667,0.733333333333333,0.8,0.766666666666667,0.733333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.8,0.8,0.8,0.8,0.8,0.8,0.833333333333333,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667
