"","z","i","RF_sqrt","KNN_1","KNN_3","KNN_5","KNN_7","KNN_9","KNN_11","KNN_13","KNN_15","KNN_17","KNN_19","KNN_21","KNN_23","KNN_25","KNN_27","KNN_29","Pruned_Tree","ENET.1se.matrix","ENET.min.matrix","LASSO.1se.matrix","LASSO.min.matrix","RIDGE.1se.matrix","RIDGE.min.matrix","LASSO.1se.cv","LASSO.min.cv","RIDGE.1se.cv","RIDGE.min.cv","ENET.1se.cv","ENET.min.cv","GLM_Full","GLM_step"
"ENET.1se.accuracy116",13,2,0.833333333333333,0.666666666666667,0.766666666666667,0.766666666666667,0.733333333333333,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.666666666666667,0.7,0.733333333333333,0.733333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.866666666666667,0.933333333333333
"ENET.1se.accuracy214",13,3,0.862068965517241,0.586206896551724,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.862068965517241,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.931034482758621,0.931034482758621,0.896551724137931,0.862068965517241,0.896551724137931,0.862068965517241,0.896551724137931,0.862068965517241,0.896551724137931,0.862068965517241
"ENET.1se.accuracy312",13,4,0.7,0.7,0.7,0.766666666666667,0.733333333333333,0.733333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.7,0.8,0.7,0.7,0.7,0.7,0.733333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.8,0.7,0.733333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667
"ENET.1se.accuracy412",13,5,0.9,0.8,0.9,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.9,0.9,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.9,0.933333333333333,0.9,0.933333333333333,0.933333333333333,0.933333333333333
"ENET.1se.accuracy512",13,6,0.8,0.8,0.833333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.966666666666667,0.933333333333333,0.866666666666667,0.866666666666667,0.933333333333333,0.9,0.933333333333333,0.9,0.866666666666667,0.933333333333333
"ENET.1se.accuracy612",13,7,0.793103448275862,0.586206896551724,0.620689655172414,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.758620689655172,0.758620689655172,0.827586206896552,0.827586206896552,0.827586206896552,0.793103448275862,0.827586206896552,0.793103448275862,0.793103448275862,0.827586206896552
"ENET.1se.accuracy712",13,8,0.8,0.666666666666667,0.8,0.733333333333333,0.733333333333333,0.7,0.7,0.733333333333333,0.733333333333333,0.733333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.8,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.766666666666667,0.766666666666667,0.833333333333333,0.833333333333333,0.8,0.8,0.8,0.8,0.8,0.833333333333333
"ENET.1se.accuracy812",13,9,0.862068965517241,0.758620689655172,0.793103448275862,0.896551724137931,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.896551724137931,0.862068965517241,0.896551724137931,0.862068965517241,0.931034482758621,0.862068965517241,0.931034482758621,0.931034482758621,0.862068965517241
"ENET.1se.accuracy912",13,10,0.793103448275862,0.655172413793103,0.793103448275862,0.862068965517241,0.862068965517241,0.827586206896552,0.827586206896552,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.862068965517241,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.758620689655172,0.793103448275862,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552
"ENET.1se.accuracy70",14,1,0.833333333333333,0.766666666666667,0.766666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667
"ENET.1se.accuracy117",14,2,0.896551724137931,0.758620689655172,0.862068965517241,0.862068965517241,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.896551724137931,0.896551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.931034482758621,0.931034482758621,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.931034482758621,0.896551724137931
"ENET.1se.accuracy215",14,3,0.766666666666667,0.633333333333333,0.766666666666667,0.8,0.8,0.8,0.8,0.766666666666667,0.8,0.8,0.8,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.8,0.766666666666667,0.8,0.8,0.8,0.8,0.766666666666667,0.833333333333333
"ENET.1se.accuracy313",14,4,0.866666666666667,0.766666666666667,0.8,0.833333333333333,0.9,0.9,0.9,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.9,0.866666666666667,0.9,0.866666666666667,0.9,0.866666666666667,0.866666666666667,0.866666666666667
"ENET.1se.accuracy413",14,5,0.866666666666667,0.733333333333333,0.9,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.9,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.9,0.9,0.933333333333333,0.9,0.9,0.9,0.9,0.9,0.933333333333333,0.933333333333333
"ENET.1se.accuracy513",14,6,0.866666666666667,0.633333333333333,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.766666666666667,0.833333333333333,0.8,0.833333333333333,0.8,0.833333333333333,0.833333333333333,0.866666666666667
"ENET.1se.accuracy613",14,7,0.758620689655172,0.517241379310345,0.620689655172414,0.586206896551724,0.655172413793103,0.655172413793103,0.689655172413793,0.724137931034483,0.620689655172414,0.724137931034483,0.586206896551724,0.586206896551724,0.586206896551724,0.586206896551724,0.586206896551724,0.586206896551724,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.758620689655172,0.758620689655172,0.689655172413793,0.724137931034483,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.724137931034483
"ENET.1se.accuracy713",14,8,0.896551724137931,0.517241379310345,0.827586206896552,0.827586206896552,0.793103448275862,0.793103448275862,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241,0.896551724137931,0.862068965517241,0.896551724137931,0.862068965517241,0.827586206896552,0.827586206896552
"ENET.1se.accuracy813",14,9,0.766666666666667,0.733333333333333,0.8,0.733333333333333,0.7,0.733333333333333,0.733333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.766666666666667,0.833333333333333,0.8,0.866666666666667,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.866666666666667,0.833333333333333
"ENET.1se.accuracy913",14,10,0.896551724137931,0.724137931034483,0.896551724137931,0.862068965517241,0.862068965517241,0.896551724137931,0.896551724137931,0.931034482758621,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.862068965517241,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931
"ENET.1se.accuracy80",15,1,0.96551724137931,0.793103448275862,0.896551724137931,0.931034482758621,0.862068965517241,0.931034482758621,0.862068965517241,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.96551724137931,0.96551724137931,0.96551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.896551724137931,0.96551724137931,0.96551724137931,0.931034482758621,0.96551724137931,0.931034482758621,0.96551724137931,0.96551724137931,0.96551724137931
"ENET.1se.accuracy118",15,2,0.9,0.8,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.9,0.866666666666667,0.9,0.866666666666667,0.9,0.9,0.9
"ENET.1se.accuracy216",15,3,0.866666666666667,0.733333333333333,0.866666666666667,0.9,0.9,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.933333333333333,0.933333333333333,0.9,0.933333333333333,0.9,0.933333333333333,0.933333333333333,0.933333333333333
"ENET.1se.accuracy314",15,4,0.689655172413793,0.551724137931034,0.724137931034483,0.758620689655172,0.724137931034483,0.724137931034483,0.724137931034483,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.793103448275862,0.793103448275862,0.655172413793103,0.689655172413793,0.758620689655172,0.724137931034483,0.758620689655172,0.724137931034483,0.689655172413793,0.793103448275862
"ENET.1se.accuracy414",15,5,0.766666666666667,0.666666666666667,0.7,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.766666666666667,0.8,0.766666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.8,0.8,0.8,0.8,0.8,0.766666666666667
"ENET.1se.accuracy514",15,6,0.9,0.766666666666667,0.8,0.766666666666667,0.766666666666667,0.8,0.8,0.8,0.8,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"ENET.1se.accuracy614",15,7,0.833333333333333,0.733333333333333,0.833333333333333,0.833333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.7,0.7,0.7,0.733333333333333,0.733333333333333,0.733333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.766666666666667,0.766666666666667,0.8,0.766666666666667,0.8,0.766666666666667,0.766666666666667,0.766666666666667
"ENET.1se.accuracy714",15,8,0.862068965517241,0.758620689655172,0.827586206896552,0.793103448275862,0.793103448275862,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.827586206896552,0.827586206896552,0.862068965517241,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.793103448275862
"ENET.1se.accuracy814",15,9,0.827586206896552,0.620689655172414,0.758620689655172,0.793103448275862,0.758620689655172,0.689655172413793,0.724137931034483,0.724137931034483,0.724137931034483,0.724137931034483,0.724137931034483,0.724137931034483,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552
"ENET.1se.accuracy914",15,10,0.866666666666667,0.766666666666667,0.833333333333333,0.933333333333333,0.9,0.9,0.9,0.9,0.9,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.933333333333333,0.933333333333333,0.966666666666667,0.9,0.933333333333333,0.9,0.933333333333333,0.9,0.866666666666667,0.9
"ENET.1se.accuracy90",16,1,0.931034482758621,0.724137931034483,0.758620689655172,0.758620689655172,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.931034482758621,0.931034482758621,0.896551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.96551724137931
"ENET.1se.accuracy119",16,2,0.733333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.733333333333333,0.7,0.766666666666667,0.766666666666667,0.766666666666667,0.7,0.7,0.8,0.8,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.766666666666667,0.766666666666667,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667
"ENET.1se.accuracy217",16,3,0.733333333333333,0.633333333333333,0.733333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.8,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.8,0.8,0.833333333333333,0.8,0.833333333333333,0.8,0.8,0.866666666666667
"ENET.1se.accuracy315",16,4,0.866666666666667,0.766666666666667,0.866666666666667,0.966666666666667,0.933333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333,0.9,0.9,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.833333333333333
"ENET.1se.accuracy415",16,5,0.833333333333333,0.7,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.9,0.9,0.833333333333333,0.9,0.833333333333333,0.766666666666667,0.766666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.866666666666667
"ENET.1se.accuracy515",16,6,0.833333333333333,0.666666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.733333333333333,0.733333333333333,0.733333333333333,0.8,0.733333333333333,0.8,0.8,0.8,0.8,0.8,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.8,0.733333333333333,0.833333333333333,0.733333333333333,0.833333333333333,0.833333333333333,0.833333333333333
"ENET.1se.accuracy615",16,7,0.862068965517241,0.620689655172414,0.862068965517241,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.862068965517241,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.827586206896552,0.827586206896552,0.862068965517241,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.931034482758621,0.862068965517241
"ENET.1se.accuracy715",16,8,0.896551724137931,0.758620689655172,0.896551724137931,0.931034482758621,0.896551724137931,0.931034482758621,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.896551724137931,0.896551724137931,0.96551724137931,0.931034482758621,0.96551724137931,0.931034482758621,0.96551724137931,0.931034482758621,0.931034482758621,0.931034482758621
"ENET.1se.accuracy815",16,9,0.7,0.5,0.833333333333333,0.733333333333333,0.7,0.7,0.7,0.7,0.666666666666667,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.733333333333333,0.733333333333333,0.7,0.7,0.7,0.7,0.7,0.7,0.733333333333333,0.733333333333333
"ENET.1se.accuracy915",16,10,0.862068965517241,0.655172413793103,0.793103448275862,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.862068965517241,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241
"ENET.1se.accuracy100",17,1,0.866666666666667,0.8,0.8,0.833333333333333,0.766666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.933333333333333,0.933333333333333,0.9,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667
"ENET.1se.accuracy120",17,2,0.655172413793103,0.689655172413793,0.689655172413793,0.655172413793103,0.655172413793103,0.655172413793103,0.655172413793103,0.689655172413793,0.689655172413793,0.689655172413793,0.586206896551724,0.655172413793103,0.620689655172414,0.620689655172414,0.620689655172414,0.620689655172414,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.689655172413793,0.655172413793103,0.655172413793103,0.586206896551724,0.620689655172414,0.586206896551724,0.620689655172414,0.586206896551724,0.586206896551724,0.586206896551724
"ENET.1se.accuracy218",17,3,0.833333333333333,0.533333333333333,0.666666666666667,0.733333333333333,0.766666666666667,0.766666666666667,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.8,0.8
"ENET.1se.accuracy316",17,4,0.862068965517241,0.689655172413793,0.827586206896552,0.827586206896552,0.827586206896552,0.862068965517241,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.896551724137931,0.896551724137931,0.931034482758621,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.793103448275862,0.793103448275862,0.827586206896552,0.896551724137931,0.827586206896552,0.862068965517241,0.827586206896552,0.862068965517241,0.896551724137931,0.862068965517241
"ENET.1se.accuracy416",17,5,0.862068965517241,0.827586206896552,0.896551724137931,0.96551724137931,0.931034482758621,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.96551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.862068965517241,0.862068965517241,0.931034482758621,0.896551724137931,0.931034482758621,0.896551724137931,0.896551724137931,0.96551724137931,0.96551724137931
"ENET.1se.accuracy516",17,6,0.8,0.666666666666667,0.766666666666667,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.8,0.8,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333,0.866666666666667
"ENET.1se.accuracy616",17,7,0.833333333333333,0.7,0.8,0.766666666666667,0.766666666666667,0.766666666666667,0.733333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.866666666666667,0.9,0.866666666666667,0.9,0.866666666666667,0.833333333333333,0.9
"ENET.1se.accuracy716",17,8,0.896551724137931,0.586206896551724,0.758620689655172,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.862068965517241,0.862068965517241,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931
"ENET.1se.accuracy816",17,9,0.8,0.733333333333333,0.8,0.866666666666667,0.866666666666667,0.833333333333333,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.8,0.8,0.8,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.8,0.8,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333
"ENET.1se.accuracy916",17,10,0.966666666666667,0.766666666666667,0.9,0.9,0.9,0.933333333333333,0.9,0.9,0.9,0.933333333333333,0.9,0.9,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.933333333333333,0.933333333333333,0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,0.933333333333333,0.966666666666667,0.966666666666667,0.966666666666667
"ENET.1se.accuracy101",18,1,0.866666666666667,0.8,0.833333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.9,0.9,0.9,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.866666666666667,0.833333333333333,0.833333333333333,0.866666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667
"ENET.1se.accuracy121",18,2,0.827586206896552,0.724137931034483,0.793103448275862,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.758620689655172,0.724137931034483,0.724137931034483,0.758620689655172,0.827586206896552,0.827586206896552,0.827586206896552,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.793103448275862,0.793103448275862,0.862068965517241,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241
"ENET.1se.accuracy219",18,3,0.866666666666667,0.733333333333333,0.8,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.9,0.9,0.9,0.866666666666667,0.866666666666667,0.866666666666667
"ENET.1se.accuracy317",18,4,0.9,0.7,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.833333333333333,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.833333333333333,0.833333333333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.866666666666667
"ENET.1se.accuracy417",18,5,0.862068965517241,0.793103448275862,0.896551724137931,0.862068965517241,0.827586206896552,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.827586206896552,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.931034482758621,0.931034482758621,0.827586206896552,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931
"ENET.1se.accuracy517",18,6,0.862068965517241,0.689655172413793,0.862068965517241,0.896551724137931,0.896551724137931,0.862068965517241,0.827586206896552,0.896551724137931,0.896551724137931,0.862068965517241,0.896551724137931,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.551724137931034,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.862068965517241,0.896551724137931,0.862068965517241
